"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Mauritius","MUS","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.66","7.573","5.567","8.56","10.243","8.996","7.933","6.859","7.077","7.371","","6.511","6.671","6.432","5.729","4.826","4.169","3.873","5.596","8.839","7.978","6.21","5.781","",
"Malawi","MWI","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.675","","","","","","1.482","","4.942","","","","3.652","","","0.703","","","","",
"Malaysia","MYS","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","8.596","","","","","","","","","","2.208","","","","","","","","","","","0.516","","","","","","","","","2.27","","","","","","","","0.47","2.9","2.37","","","","","1.9","2.07","","2.07","","4.05","4.54","3.59","","",
"North America","NAC","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.1789985847942","12.5106281651673","12.0630746926163","11.2452429580173","10.3823969672922","10.0259386681975","9.27704918915775","10.1416831122991","10.6139230620363","10.7575223567198","10.3564283534264","9.29402187055441","8.73241231753844","8.51431416655462","10.6314228288388","14.9712460452736","15.356581590613","13.7856086378572","12.9784061154821","11.2073936537076","9.49899925495908","8.63896125760347","8.47267704461298","7.51322291761681","6.78503296917209","6.38063896139901","12.4058867224244","9.02896598224994","6.40405133688491","6.57542343333549","7.74179869176692",
"Namibia","NAM","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.558","","","","","","","","","","","","","","","","20.748","","20.087","23.035","22.368","","28.968","","17.498","","","","","","",
"New Caledonia","NCL","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.24","","","","","","","","21.079","","",
"Niger","NER","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.905","","","1.545","","","8.094","","1.048","","","0.795","","",
"Nigeria","NGA","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.048","","","7.883","","","2.344","2.306","1.749",
"Nicaragua","NIC","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.38","","","","","","5.653","","","","4.769","","","","","","","5.495","","4.664","","","","","","","","","","",
"Netherlands","NLD","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.74","9.793","8.651","7.449","6.245","4.435","3.023","3.678","5.796","7.149","8.774","7.934","6.905","6.016","6.866","8.227","7.661","9.115","10.847","12.072","10.731","10.302","8.215","6.603","5.817","6.941","7.407","5.7","6.057","5.941",
"Norway","NOR","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.914","7.411","6.795","5.576","6.568","6.952","7.981","8.909","7.894","10.456","6.598","5.469","5.466","6.224","6.973","7.038","6.352","7.217","8.067","9.175","10.508","8.568","8.726","8.438","9.522","10.644","7.885","9.472","10.008",
"Nepal","NPL","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.031","","","","","","","","","9.809","","","","","","","",
"Nauru","NRU","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.419","","","","","","","13.046","","","","","","","","5.756","","","",
"New Zealand","NZL","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.29","","0.46","","7.76","9.01","8.49","9.01","","217.07","2650","6.21","6.53","","10.15","10.33","10.15","10.18","9.44","6.47","6.57","6.88","6.2","5.98","5.39","6.75","","","","",
"OECD members","OED","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.6837778016839","13.3331591267971","13.5865600791847","14.7698054216466","12.7358219929341","12.1031721001494","12.3009091538909","12.9136358790933","12.963010726896","13.5861837262157","18.7025456968072","11.742571177488","10.2988854183654","10.8147800746121","14.3515193856412","15.0425536160915","14.6199752616166","15.676689880286","15.763875591062","14.7303147980258","13.5650578965379","12.7094790742126","11.5239084275964","10.631134574593","10.4953721695809","12.2950478448361","11.0939239851395","9.59730405515789","9.24315353487898","9.30381853698983",
"Oman","OMN","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.09","","","","","","","","","","","","3.31","","","","","","","","3.28","","","","","0.37","","","",
"Other small states","OSS","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.0083607923158","","","","","20.187539870799","","","",
"Pakistan","PAK","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.09","","6.83","0.421","0.596","0.454","0.307","0.557","0.654","0.76","3.659","2.534","1.448","2.196","2.445","","3.856","4.734","5.71","5.148","","","",
"Panama","PAN","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.265","","","","","","12.4","11.23","8.53","7.99","5.62","4.9","","5.538","4.077","3.715","3.479","4.733","4.486","4.674","5.289","4.655","6.145","15.322","9.8","7.122","5.065","6.789",
"Peru","PER","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.96","4.441","5.011","4.571","2.994","3.816","3.488","3.113","3.195","3.933","3.615","3.612","3.147","3.364","2.887","2.8","2.634","2.782","2.364","2.457","3.194","2.964","2.25","2.737","4.622","3.342","3.167","3.588","3.931",
"Philippines","PHL","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.723","7.43","","7.35","6.89","6.46","6.29","6.21","5.87","6.35","","5.36","5.27","4.46","1.282","","","","2.857","2.065","1.892","",
"Palau","PLW","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.49","","","","","","","","","","","","","","","","","","","","1.475","","","","",
"Papua New Guinea","PNG","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.63","","","","","","","","","","","","2.662","","",
"Poland","POL","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.44","14.8","13.75","13.823","13.291","17.041","19.573","23.469","26.318","26.793","27.065","26.753","22.13","15.484","11.955","14.519","17.294","18.057","19.297","20.254","18.908","10.412","8.771","7.126","5.592","4.57","4.445","4.537","4.181","4.435","4.552",
"Pre-demographic dividend","PRE","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico (US)","PRI","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.209","","","","","29.082","","","","",
"Korea, Dem. People's Rep.","PRK","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.356","5.374","6.918","7.087","7.338","6.684","4.692","4.518","3.794","3.895","4.438","6.151","6.652","7.749","7.924","8.281","7.839","10.296","11.7","13.686","16.093","17.039","15.032","13.246","11.832","9.55","7.153","6.588","6.487","6.84","7.04","7.395","7.176",
"Paraguay","PRY","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.162","5.774","","7.136","10.286","7.636","6.891","5.369","5.942","5.152","4.844","5.368","4.745","4.61","3.752","4.684","4.7","5.2","5.082","4.99","","","","","","","",
"West Bank and Gaza","PSE","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.622","25.504","33.056","26.134","26.691","21.342","21.093","19.991","25.017","22.13","22.935","17.486","18.338","19.423","19.994","21.552","21.52","22.446","24.02","22.506","24.317","23.104","21.603","","36.677",
"Pacific island small states","PSS","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.6861679334021","13.944551208002","13.8672748273849","13.6081865704574","14.8835123317179","12.6138996243559","11.7641315176963","11.4292138475024","11.4203178076237","11.5871465606288","12.4435266027006","19.5316827231831","11.7045811818031","10.874527028312","11.3635766348303","15.0707410508717","15.9829264099019","15.4476659684324","16.5834374953682","16.8850773126469","16.2471516031047","15.0973067899233","13.969974567195","12.1418656264151","11.6914914523303","10.9044904071411","12.7757529275176","11.6933275243646","10.1356551025838","9.88756447456102","10.02200728203",
"French Polynesia","PYF","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.12","0.08","0.06","0.07","0.06","","0.03","0.05","0.05","","","",
"Romania","ROU","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.96","5.36","3.866","3.092","3.589","3.909","3.977","5.865","5.774","8.267","6.661","7.392","6.82","6.793","7.355","5.752","7.047","6.597","6.577","6.491","7.915","7.43","6.567","5.564","5.867","7.623","13.208","13.728","14.272","14.806",
"Russian Federation","RUS","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.16","","","","14.62","13.96","15.97","","15.2","13.15","14.88","18","16.723","16.415","13.773","13.697","13.3","13.911","14.081","13.592","12.771","10.983","12.61","11.347","9.606","8.264","6.638",
"Rwanda","RWA","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.899","","","10.56","9.466","10.201","10.648","15.204","13.763","11.862","10.737",
"South Asia","SAS","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.437","","","","","","3.941","","","","","4.124","","","","","3.04148964690593","","2.95603427101144","","","","","","6.3613029209498","4.91536723658307","6.33877288405429","4.85650116919063","3.16744290842189","2.50114586489612","2.28122629010166",
"Saudi Arabia","SAU","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.904","1.868","1.39","2.803","4.076","2.491","1.34","0.99",
"Sudan","SDN","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.743","","","18.561","","","","","","","","","","","9.672","","",
"Senegal","SEN","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.658","","","","8.4","6.222","5.321","","4.916","","","7.812","7.372","7.817",
"Singapore","SGP","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.92","3.3","3.34","3.71","5.09","","","6.06","8.93","9.1","","","11.7","9.63","10.1","4.99","3.55","6.92","6.65","2.53","","3.49","","3.53","","","5.44","5.489","4.186","3.732","2.633",
"Solomon Islands","SLB","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.583","","","","","","","","","","","",
"Sierra Leone","SLE","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.421","","","","","","","","","","","6.495","","","","4.096","","","","","","",
"El Salvador","SLV","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.31","","","","","","","","","","","","","","4.581","3.911","3.544","3.482","3.807","3.887","3.407","3.692","3.748","3.393","3.967","3.623","2.601","2.485","",
"San Marino","SMR","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.73","3.55","","","","","","4.46","","","","","","4.12","","",
"Somalia, Fed. Rep.","SOM","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.871","","","","","",
"Serbia","SRB","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.805","15.213","19.501","22.887","26.837","27.375","24.362","18.348","15.113","12.431","11.082","12.27","10.579","8.689","10.258","9.314","8.862","8.019",
"Sub-Saharan Africa (excluding high income)","SSA","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.05","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.802","","","","","","","",
"Suriname","SUR","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.141","","","","","","","","",
"Slovak Republic","SVK","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.39","18.52","","51.21","17.084","20.721","39.115","42.827","45.705","47.784","51.161","53.196","48.225","44.857","39.235","41.457","44.123","42.26","44.52","42.341","39.157","38.676","32.11","30.274","30.808","31.888","31.607","42.755","40.621","38.094","40.088",
"Slovenia","SVN","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.471","8.433","9.278","9.869","10.569","8.924","8.549","10.336","9.371","9.325","7.612","6.541","5.9","8.409","11.028","12.965","14.41","17.416","14.864","13.672","14.322","10.888","8.416","9.333","10.956","9.057","9.165","8.61","7.98",
"Sweden","SWE","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.055","11.893","14.25","12.028","11.435","8.125","7.814","7.831","8.573","10.01","13.986","12.463","11.852","12.845","15.82","16.964","16.503","17.581","18.791","19.084","18.863","18.841","18.528","18.709","20.587","24.612","27.725","24.68","24.175","25.732",
"Eswatini","SWZ","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.39","","","","","37.362","","38.256","",
"Sint Maarten (Dutch part)","SXM","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.356","3.439","1.148","2.299","","","","","","2.917","4.014",
"Syrian Arab Republic","SYR","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.059","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.52741104491685","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.4126309288135","16.4182902103466","17.1741854437268","","16.711764577404","14.6148369874489","14.7034296259242","16.1600027302399","15.9168451935148","14.8086717523678","14.15301275109","14.4640854746269","14.4897664196531","13.175007778499","12.1187191243636","10.2293211232929","10.9868104004498","11.3448088439033","12.07625045972","11.2295736594153","9.7600268367248","8.66513485806574","",
"Togo","TGO","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.667","","","","8.079","0.873","","","","","","4.775","","1.325","","","1.738","","",
"Thailand","THA","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.292","","","","","","","0.909","","","0.513","0.5","0.54","0.181","0.497","0.462","0.554","0.649","0.614","0.548","0.886","0.947","0.561","0.462","0.509",
"Tajikistan","TJK","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.957","","","","3.335","","7.002","","","","","","","","","","","","","","","",
"Turkmenistan","TKM","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.2849376361098","13.4095551939012","12.2664619729934","10.895066426297","10.737501968789","9.3059324612524","8.48553019283309","7.89053150102813","9.11756964266381","","7.43694012268917","6.9776550508385","6.41865698608765","6.26080231657224","7.18245174800499","10.0912627595282","11.4012752674597","11.2678940961999","11.2758023501219","13.8666427763262","12.3696399042745","9.28364478012431","8.19610782523149","6.92092743515181",
"Timor-Leste","TLS","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.776","","","","","","5.373","","","2.691","","","4.34","","3.316","4.348","","","","","3.057","2.064","","",
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.70931961406074","9.163364648552","8.33819791702851","","10.5538639291902","","","","","6.81839880641706","7.43028648343707","8.04759188950331","","","",
"Tonga","TON","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.123","","2.401","","","1.992","","1.621","",
"South Asia (IDA & IBRD)","TSA","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.437","","","","","","3.941","","","","","4.124","","","","","3.04148964690593","","2.95603427101144","","","","","","6.3613029209498","4.91536723658307","6.33877288405429","4.85650116919063","3.16744290842189","2.50114586489612","2.28122629010166",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.087","3.859","5.146","3.03","2.934","2.813","3.926","","","4.184","5.08","5.095","5.116","3.705","",
"Tunisia","TUN","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.35","","","28.64","","","","","","","","14.27","12.985","11.425","10.552","10.407","9.238","12.413","12.156","9.91","13.127","8.848","8.605","8.309","","12.767","","","13.852","14.236","",
"Turkiye","TUR","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.724","7.921","9.786","10.18","9.858","10.15","9.851","9.701","10.619","13.812","11.556","9.159","8.599","9.184","9.282","9.885","10.043","9.708","10.025","13.13","12.549","10.974","9.142","8.019","7.434",
"Tuvalu","TUV","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.95","","","","","","8.067","35.593","","","","","11.654","","",
"Tanzania","TZA","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.291","","","","","9.151","","0.463","","1.695","3.3","1.861","3.22","2.577","","","","","","1.433","","","","",
"Uganda","UGA","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.598","0.77","4.125","","1.683","","","3.138","","2.687","","1.548","","","",
"Ukraine","UKR","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.59","6.36","6.89","13.56","12.23","8.04","1.08","10.309","9.947","11.822","11.734","","","",
"Upper middle income","UMC","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.93863576501476","","","","","","","","","","","","","","","","","","","","","","","","",
"Uruguay","URY","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.667","11.618","14.083","17.173","19.731","19.27","15.537","14.247","12.585","9.986","9.291","9.582","8.665","7.34","7.622","7.579","7.89","8.89","9.303","9.402","9.868","10.539","","","9.672","9.926","9.789",
"United States","USA","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.596","12.039","11.389","10.338","9.532","9.31","8.666","9.67","10.107","10.321","9.884","8.804","8.126","7.952","10.463","14.852","15.274","13.601","12.739","10.81","8.839","7.76","7.492","6.551","5.872","5.396","11.724","8.056","5.507","5.591","6.501",
"Uzbekistan","UZB","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Vincent and the Grenadines","VCT","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Unemployment with basic education (% of total labor force with basic education)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.972","8.741","7.215","6.127","5.959","6.811","6.344","6.087","","","","4.673","3.943","","","","","","","",
